Date,CHTR,CMCSA,DIS,GOOG,META,NFLX,T,TMUS,VZ,AMZN,BKNG,F,GM,HD,LOW,MCD,NKE,SBUX,TGT,TSLA,CL,COST,KHC,KO,MDLZ,MO,PEP,PG,PM,WBA,WMT,COP,CVX,XOM,AIG,AXP,BAC,BK,BLK,BRK-B,C,COF,GS,JPM,MET,MS,SCHW,USB,WFC,ABBV,ABT,AMGN,BMY,CVS,DHR,GILD,JNJ,LLY,MDT,MRK,PFE,TMO,UNH,BA,CAT,EMR,FDX,GD,GE,HON,LMT,MMM,RTX,UNP,UPS,AAPL,ACN,ADBE,AVGO,CRM,CSCO,IBM,INTC,MA,MSFT,NVDA,ORCL,PYPL,QCOM,TXN,V,DD,LIN,AMT,SPG,DUK,EXC,NEE,SO
2018-01-03,0.011567073579814569,-0.016200693916128106,0.0042840703048856454,0.016279915961083802,0.01775566344860735,0.01960072415729286,-0.023363724880749004,-0.006737202138766385,-0.020763117844562196,0.012694394527191122,0.02184127644005862,0.007867609283376709,0.024108732179874526,0.005198165045898762,0.004356346464332361,-0.0042232463689249045,-0.00015747550806910482,0.0185665491209992,-0.006824981441353906,-0.010285830962693865,-0.0038674850036066744,0.01192944294414211,-0.00012986728157482474,-0.002198338499276975,0.0040003619197439555,-0.003682136959497484,-0.0026290291263562082,-0.0012143032189539937,-0.0012458834611939196,0.007443958099008441,0.008685351086403337,0.018270279833933145,0.007263083369478451,0.01944959510654165,0.011031350491105485,0.006146567921119228,-0.0033503812499886543,0.006112909676856404,0.010495379736307875,0.012946918213502911,0.0030881127371440442,-0.0017081652797168445,-0.009352311577447203,0.0010185113443608174,0.006357159367077259,0.0026789321640854347,0.0015540585910565063,0.009761548450209379,0.0076642967966567,0.015527711007830014,0.0022088576685206363,0.01869424667545516,0.0008149570045112853,-0.004361858031491472,0.013218144023828593,0.007528648888174949,0.00950751965815222,0.005417412114034903,0.020587194305493384,-0.0014238873068928015,0.007381917915318503,0.018177768444754605,0.01043554281888337,0.003228786434190667,0.0015274240466300881,0.009146628215890296,0.012422587960752018,0.006215573698256982,0.009410455483017444,-0.008296577520200188,0.008347063499515528,-4.2428543141959096e-05,0.01456277660783556,0.005581715228151651,0.02191371526760033,-0.00017411975822057002,0.004604321497672537,0.018621246253333723,0.01087658290732918,0.008392965187624668,0.007945766796773945,0.027116919465631995,-0.034527461426803185,0.012494394932818231,0.004643061443121432,0.06373865574885063,0.022896889875907434,0.03865284586790896,0.01128594898808366,0.026730586300658388,0.009906240825775292,0.015867694403380206,0.008352409013376416,0.003889382330497959,-0.004650547300084185,-0.0031287175935039713,-0.01347762718111456,-0.021441568757991636,-0.00574043595559548
2018-01-04,-0.009220036859963976,0.006413395708092295,-0.0004452461417736586,0.0036147570817113284,-0.0018427991008502786,0.002824594357988097,0.009253392373404168,-0.009635973894393857,0.003237211949378871,0.004466025342987123,-0.009313272942222284,0.01709440159755271,0.030361059922224598,0.007904710941247117,0.0077939886806186465,0.006990424256796857,-0.0006302761038270432,0.0037402992825743553,-0.01984733466765931,-0.008324530558681431,0.006392646844004979,-0.0077959939128282585,0.011618887242451414,0.013986514801155536,0.0023457704210714247,-0.00398083392871218,0.0049134593325925735,0.007043786501675697,-0.007606172582662829,-0.053170259725093594,0.0009046298417247911,0.01147101748770174,-0.003117414550301234,0.0013831241234267821,0.003981452231166305,0.01649612509879006,0.013002583390045341,0.009922955410245127,0.013115083850147258,0.004494659808417012,0.012258790119328289,0.019716133740344866,0.013879184571195857,0.01422395690117817,0.016886266482184276,0.015171864822295156,0.005612911507632656,0.007668269642401526,0.012430415856151456,-0.005719249409996685,-0.0016988722150479418,-0.004223249636813087,0.012876233589274921,0.0260244791528077,0.00479257094209995,-0.01023138556964387,-7.121970707135716e-05,0.00445322286774541,0.002380389001537253,0.016079391177640012,0.0021769661703721077,0.012440106362767267,0.004331014559808999,-0.003801573579362838,0.013639586031689355,0.0013998940199533294,0.015446459671052182,0.017053951921574217,0.020720360385408476,0.013422995805152382,0.017008496602040957,0.012986681778466291,0.003147625617602401,-0.005434189689503377,0.006465955440106086,0.004634333402578239,0.01177103936137236,0.011969659009273492,0.00033344527489465037,0.013115245610518578,0.002825399364091208,0.020051137238010774,-0.018508550508232968,0.012854406931539053,0.008763066049456647,0.005257318162887437,0.009803010342988916,-0.00026057652778455065,0.0013637870679907849,-0.0012920477952267362,0.0037112613559981966,0.018983847877487747,0.015560759769734922,-0.014718001333582365,-0.029686934046852187,-0.007865172663343856,-0.014181040706215953,-0.0051515674823980895,-0.004273569809951638
2018-01-05,0.0031112997453366376,0.009056358253107355,-0.005450190721727921,0.014465924306897637,0.013578549155164765,0.020981475616146383,0.003677314222948702,0.025079660776606616,-0.0022842173500730034,0.016033293579239327,0.008973335386662562,0.016807260135096147,-0.002949251448733481,0.010391745185474477,0.021336282022870634,0.0020130912197569018,0.008475953650794565,0.011473004851719537,0.010574329509836389,0.006210416017176534,0.00119432721380619,-0.007164797516461263,-0.0008989708454594236,-0.0002173413646713307,0.012804389026757956,0.002845112278881512,0.0028693054149639963,0.0006578812035238357,0.007989708732350387,0.018267700705367318,0.005909430743428423,-0.0019321151110616164,-0.0016406684332173072,-0.0008066560903428055,0.004130561278176348,0.002277918297637349,0.004626746058862707,0.0025565397620299635,0.008483740081806523,0.003630830013615416,-0.0013253936516859355,9.83246090733303e-05,-0.005113781550265983,-0.006440600448947897,0.009302263979393377,-0.00037654384657193063,0.0038528899012395534,0.006165262174615993,0.006715736385421334,0.017257960100331537,0.0028861150732111263,0.005940904230940625,0.002264571415039107,0.04324171196865656,0.006248928232450268,0.008354576764232569,0.008219352087423637,0.012202890088182095,0.016739777571298298,-0.001052244306938288,0.0019010963760863753,0.016992138680356206,0.018889220497350756,0.04020285150375802,0.015681757225874726,0.013062977608561788,0.00391862148268185,-0.0024881116370396583,0.000539778496019494,0.006966028743884856,0.009018965214091068,0.00776157086374063,0.008549155274700126,0.012658674772087153,0.0030606459968804955,0.011320819424105455,0.008215485920191057,0.011504333150111457,0.005907832208294828,0.013223008355246257,0.013754308169247054,0.004873922571539957,0.006952780328961516,0.020518689293195003,0.012321913005236773,0.008438734047998775,0.006000788748230956,0.025350306706734216,0.0066416932324884215,0.007635727558327865,0.023666740508113016,0.012944359328503019,0.008713495384388814,0.006425489047967581,0.009260484148593484,-0.00462670026033507,-0.008344011188818001,0.004558499868172472,0.0017117608620424996
2018-01-08,0.016030149652308978,-0.013738992142661388,-0.014438072917333677,0.00426405741005631,0.007624021452680374,0.009762173617093417,0.0028798330812289663,0.007710138607383676,-0.0017161362062370067,0.014321632906716175,0.015383882524839798,-0.0037953389348381883,0.004760241285456601,-0.002392684788222077,-0.010931339902857218,-0.0006901530669409794,0.008869764798957291,-0.005045334536572632,0.009421972930280909,0.06075470238170322,0.001456939028253501,0.0038807228839443653,0.008188696247943383,-0.0015202036155010923,-0.0051020390914233715,-0.0012794963918976165,-0.005746718741233892,0.005247145146916488,-0.0015353149519610199,0.012673287054923321,0.014672783168899528,0.010145181028831551,0.004913585213857985,0.004485962929843268,-0.006617155975329858,-0.009242902559051025,-0.006948031018875422,0.004186039510833961,0.007430879735989215,0.006532125919608944,-0.011738147812661914,-0.006230472301395729,-0.014625955570220839,0.001475958053396731,0.0026970275493729545,-0.004150870289322928,0.004412327551747808,0.001445056884062712,-0.011379316205317735,-0.01615176647489669,-0.0028861150732111263,-0.00027689492909210855,0.00032304104413949375,-0.008705847621191865,0.005685736634414518,-0.0016115987183367153,0.0012693571938813264,-0.005095263430209052,-0.0003508888345136185,-0.00580730080607994,-0.01118571484264086,0.0016291657981479801,-0.017509077314703525,0.004232785479270085,0.024819241892982014,-0.0031805183331883313,0.010251218740473966,0.0,-0.014123237537325473,-0.005413823380665761,-0.004621162382335342,-0.0032475474421573836,0.009455768582056656,0.013792369376519176,0.012072149105117447,-0.0037210347667473442,0.00795981413184954,-0.0016199747598184544,0.0023902862609990194,0.007005948083087077,0.010318461170558013,0.006012974691643969,0.0,0.0030182734868455796,0.0010197079549181254,0.030180467103008812,0.01046715776886531,0.004437485614635861,-0.0030136217081437877,0.00475375466602479,0.004030068445704416,-0.0034532149150861002,-0.000371798712586191,0.010619090529254471,0.006520823904557993,0.003167984038097593,0.01067837831580265,0.008205968215797554,0.008938163503442453
2018-01-09,-0.0050329162021283125,0.0032063461570470686,-0.0007273726501102473,-0.0006145020394958678,-0.0021800017606681266,-0.013005715357103043,-0.0026106428242909097,0.007651146914170681,-0.003674605798198005,0.004664812398839757,0.007252987118096854,-0.005337094771240114,-0.0038519478235552462,0.005504699281831726,0.008924097434378275,-0.002244644257583417,-0.0071520376464047075,-0.0021943814007925333,0.028757740621348837,-0.008118245093933663,0.0014556148431124072,-0.011687292046636877,0.00178212757728069,0.004987110687192153,-0.0004650971865300946,-0.010580475468602746,0.0007623847567099773,-0.0073316340935631885,0.007175998991961308,-0.005839565546250647,-0.012079199216041836,0.00814646707979838,-0.0053829056654910445,-0.004255423356172017,0.0062871883329398415,0.003687343512796204,0.004967840369638932,0.009040033035267125,0.00836925026772839,0.0013801203519401284,0.010410995161018732,0.008790599257648246,0.008423370880999315,0.005056285593965981,0.007284072024732247,0.007721996398603714,0.020838335083194437,0.006835445869100898,0.0035396801188043447,0.007510095488063584,0.0016988722150479418,0.015275917069775602,-0.0009695077367521954,-0.0010291848959376182,0.03466761502004889,0.04853407068453652,0.015733091804524868,-0.0008132832820919589,0.004317831711083464,0.0024680338182374584,-0.0010978452524073035,0.016535791439767245,0.0049708451782031204,0.02634650474629119,0.0024061832747577228,0.0016607019260703737,-0.00339327507280629,0.005747930548140268,0.015201139836949373,0.008173987538929062,0.007135603863091866,0.006194573321902652,0.010857900463233428,0.011125413501710035,-0.0004646308470146465,-0.00011459286800352686,0.0033291192939932657,0.008931052562038744,-0.013943325196199119,0.0026604383627919503,-0.00627886993919935,0.002199787694117994,-0.025352001210293906,0.0014430687242903417,-0.0006798118576343271,-0.0002702038486468439,0.00551862069939224,0.0017694567911572534,-0.01520465907282098,0.006817397212069309,-0.0019289268413533733,0.0023923060711030786,0.009685540772484735,-0.00678291439866463,-0.02222477189772487,-0.011747773118784721,-0.011464382589925215,-0.007349589335107876,-0.012578849034394768
2018-01-10,-0.011139794654212665,0.011750342380664414,-0.004284292001440093,-0.0033048408848239674,-0.00015969114499370107,0.015219726731362293,-0.023479638342868814,-0.02641282762860442,0.0015484576804172256,0.001300359709972554,0.004076831374420387,-0.0038298755899148773,-0.024125162114289278,-0.0067552478158701135,-0.004027408954407896,-0.00017263152591784348,0.002026300992463703,0.010756442243722297,0.022736580589675093,0.003320893638202538,-0.010899897202244269,-0.004681097593717709,-0.009328575642069126,-0.003466907071691061,-0.00840935067363846,0.010296207503034616,-0.005094125970388497,-0.006390492351009414,0.007030193001276608,0.008949429888366112,-0.007197946611650963,-0.004844971499233353,0.006393887153127054,-0.007983575115083852,0.006084052949166807,0.006939760607669321,0.009207340804982422,0.03083720427709702,-0.004448532500790137,0.012676656098183692,0.00450458364717754,0.014158486058232889,0.0015345178697456774,0.010944136615970379,0.012714716349999655,0.011750695463048189,0.004116151775276133,0.007501740313672123,0.013718722662392047,-0.005501946457993512,-0.0015285593758611604,-0.0028397250504061944,0.002583576586338232,-0.0032231743978483607,-0.0037593974172303035,0.00778016482488475,-0.001180297885328585,0.00046486985259530655,-0.004551759987879045,0.008764145438750148,0.001646415418788738,0.0009213844028481688,-0.007465455066043347,0.00573043162921838,-0.003370217588710922,0.0037265709791878265,0.0009706305339092225,-0.005503880340015144,0.019739198707880767,0.00689872469982955,0.0016322993344797254,-0.0005803447303911469,0.00468105177640421,-0.00926260139647983,0.005253126944488429,-0.00022977755130249022,-0.0035178821070616095,0.002193648266241688,-0.021343369957922853,-0.003211734504517061,0.005527554481197239,0.0021340379071537185,-0.02601189293210071,0.0022544161944226815,-0.00454432653853587,0.007809314389193744,-0.00531372717816625,0.0022704386555219003,-0.00015318871560321412,-0.006270151943105873,-0.0010919024867028782,-0.015247380407100941,-0.0015973738012915462,-0.024690995582576925,-0.0033281335125305844,-0.014006805153569779,-0.005518406078740323,-0.00826641360936664,-0.014043876925285748
2018-01-11,0.012576295468601728,0.03608940160261165,0.013789666262246314,0.002635719183300189,-0.00037268478542173966,0.021966636766249437,-0.0038303050157502128,-0.000782889529374664,0.008092638861878942,0.017661397816816304,0.010722294835097124,0.009927450959893225,0.02729832553217948,0.01490399523665964,0.016534515292607743,-0.0006919077546632124,0.0010896163485965005,0.003004444645824389,0.04519500369132867,0.009364661080734304,-0.0036152819657191415,0.021132055771386327,-0.009805178111768065,-0.0006512466531245487,-0.0028188723334330312,0.0,-0.005120509238492055,-0.003543379030623406,-0.0073161894317372855,0.01739596882339267,0.003505574165705738,0.026193206704236083,0.029937610461114872,0.009826094087171278,0.0024560594489630994,-0.004852584522985204,0.003594358051407287,0.009206993127270025,0.011874952708001096,0.0052389245366653014,-0.0011899986870913537,0.012333816065985381,0.003140700948920383,0.005337164958845619,0.008636980314660647,0.004993933064768807,0.01132453819557222,0.008504797973197142,-0.0017441250799232755,0.00292566412970352,0.006808345682488781,-0.004933901439949651,0.007390666172994553,0.02019737146583367,0.0035565113523921,0.004437030385981977,0.005679442587140926,0.003362211683469951,0.002803435332420001,0.005222014840738254,0.002464782585492209,0.011423379739239792,0.005293781839488254,0.024246378402824398,0.019876981483114342,0.017614685491521342,0.011795397069366942,0.003705005764301994,0.0047431826983181935,0.005269570925542588,0.00024165761352179516,0.004840043240830205,0.0006669652684241356,0.004641965085685484,0.027884089642700616,0.005664210335277531,0.0013204889645761497,0.009626952867558991,0.002545826186884703,0.002753516381880594,0.004749301703289355,0.00012183897017425949,0.02118580971630779,0.006608997855708232,0.00295605474165761,0.0017866339294627664,0.003069218986340161,0.004776243957381965,0.0026014885211687044,0.008803357830682756,0.007201924193299014,0.013653041210313965,0.007291054865461,-0.019370860374711363,-0.0009096582114498375,-0.010414743159086193,0.01204836372607243,-0.0005974960931487416,-0.015568642985398284
2018-01-12,-0.0035811197162782804,-0.0037628750457150417,0.01324641905826418,0.015028660639397451,-0.04576714801950388,0.018200106556793827,0.011447485082850761,-0.0025094092032533766,-0.004809066540385043,0.022093365873963045,0.013796965783636317,0.005304994547658648,-0.002719278247426793,0.008897928536039323,0.05209727270632669,0.0010377313866811733,0.005893232001220383,0.006644686871421612,0.037139507887602896,-0.005132257768968973,0.0009385937444434944,0.012906074922550026,0.002848142860674585,0.00238644318217629,-0.0009413593907794393,-0.009721180400175555,0.0042689595912550615,-0.0060080768334476176,-0.00343882896380876,0.00911197792478724,0.00846246270706974,0.014593813285487478,0.00773937198983532,0.0067638962669045455,-0.002947852725892375,0.002379675507951262,0.017138634393556895,0.010150360030243721,0.03221290131744414,0.016649064766957267,0.016798141709625902,0.009625684905672394,0.0074195172549842425,0.016375459493238154,-0.002995739488400151,0.016831565821013417,0.022271746762153377,0.005278528551328154,-0.0073273170227530215,0.010721008089964457,-0.001867768231653244,0.01678488859977456,0.005427821413516387,-0.0030415494373787766,0.00808170277352449,-0.0005063233799207367,0.006677274498047225,0.006806586690461636,-0.003271555213539834,0.018235339615369384,-0.0005474173429815821,0.007210363839219802,0.01431641817912599,0.024356486449701897,0.006480318534198837,0.0004061503831707114,0.0024307856423542162,0.02441818638633464,-0.013764243254355435,0.007255830614175451,0.015344116605451319,0.008874892399534318,0.011709693723297221,0.005825600175962897,0.0047093024545175055,0.01027321236675327,0.006265572952434795,0.03193231626300008,0.0029938061690213402,0.01039490903438356,0.019020279779728977,-0.0064765961228872015,-0.003923873610164108,0.008723929116611018,0.01710991396484296,-0.00492115218093403,0.011375121553352852,0.009857225125716518,-0.000764504166511415,0.018354135977975083,0.0020837808036713312,0.0025229892906857287,0.002073244118800055,-0.014703394024083494,0.004116843504075263,-0.004804655537608227,-0.0005208237846372477,-0.0011969676596774725,-0.009102098450805673
2018-01-16,-0.0030271969004749266,-0.014716858323781334,-0.015953063579209115,-0.0004455880348235297,-0.0054785229971781035,0.001355149974664016,-0.004890187959350367,-0.011212104442338777,-0.003863974471455034,-0.00026062114619840315,3.644108248490596e-05,-0.009874665139435468,0.002719278247426793,-0.0005599255641746126,0.0010900982646733226,0.0006332734338609924,-0.01951830624122941,0.00264540876094177,-0.0242496546945441,0.011356387675395485,0.010664031552154007,-0.0016171940936731133,0.01654013191506376,0.008200192427650688,0.012169582397850931,-0.00996212199582347,0.0040808262724878475,0.006784134364628436,0.0035343918353687442,-0.0005259971348232639,-0.0017862735428559873,-0.020355522382470514,-0.011972636646479629,-0.006303937960700168,0.0014749410422401077,-0.0062590313006554155,0.0016017654146618376,-0.015177715477493248,0.013356698801463729,0.0006183357312812277,0.003507622328480231,-0.009625684905672394,0.005548206217632412,-0.003556206467213663,-0.02814404524813119,-0.009478738656234942,0.002524289213723385,0.0033290250523236864,-0.0007997014197740349,0.021200850542728134,-0.006821329085174632,0.0026986692844461757,-0.04710395464182726,0.008342958328395156,0.0008044564055840198,0.0154461161283459,0.00751812812842978,-0.01962106264533503,-0.001522482996077379,0.05650481610461533,0.001640826750365143,-0.010330576030745497,0.01846052118015784,-0.003127834309566424,-0.005830148891295295,-0.014720045837805174,-0.00838509710223967,-0.020436149377846213,-0.029755859468111545,-0.0074457365535911535,-0.018429214901392044,0.0011037800602515802,-0.01929450333166649,-0.006110925584739135,-0.009064709978762409,-0.005094997753730457,-0.013519305732318188,-0.013367576785959123,-0.003942991772599491,-0.012321595134593188,-0.008107445969240512,0.004342818486456679,-0.002314931625947203,-0.0002463995897254989,-0.014049178212847124,-0.012954363375115463,0.0016146723896088844,-0.0014910880901908286,0.042961244192153636,0.0017726274910039308,0.002495106340348663,-0.006118865335983159,-0.012567028681098158,0.019581338444232266,-0.002843756538079667,-0.006102397320495001,0.0020815881350317866,0.0014623275049148177,-0.004022396963963892
2018-01-17,0.01381623265736387,-0.0033531255102210444,0.01149745861317708,0.009069391741638455,-0.004438296417020204,-0.018359164455516996,0.0035341711955587662,0.01246756627107537,0.0011609257556490782,-0.007585002173476241,0.01572901072657018,-0.07281695722100334,-0.003627350032530785,0.0177219805085862,0.0070070779889022106,0.007457195850713916,0.006130897706878358,0.00164991162737671,0.02451010625989003,0.020663613947740078,0.01656825487259095,0.0039601887055003004,0.01802058945080187,0.0062132388910232095,0.020035219362235956,0.017689714329069517,0.01113757953088168,0.010803763421339596,0.00873439527226516,-0.003293288493273927,0.019765557622000607,0.017186630005523007,0.0026479787579631875,0.011773406199119485,0.005878603356259227,0.004177145357676437,-0.0019225894182501868,0.0060642043222900455,0.023713112881734055,0.018235917778066657,0.004657618853332934,-0.00028734651454609406,-0.018785556384001367,0.0063923580678508785,0.013410237066342923,0.013642793145868914,0.010034204417145087,-0.014624357977206959,0.021839747574792234,0.018081056739413626,0.009367396352891078,0.013224472468607473,0.03170189046897809,0.0007548499353990934,0.0012054725018968426,0.01839676102404475,0.0008169045990360502,0.010728863455971904,0.00921675890471274,-0.000644555449015094,0.015722900349381952,0.016544470593003346,0.023466497093034278,0.04620680900472607,-0.004795860420990117,0.0032895158915469125,0.007060219463506101,0.010558055906357389,-0.04837838898603497,0.0032880101140539963,0.01428658847868114,0.0136757473187199,0.003353163799758363,0.001068815765865594,0.008467981256728763,0.01638136412125979,0.014143658084338817,0.020723192572824622,0.009677521301408198,0.01050575162356715,0.01614915489508073,0.02887415600540333,0.028563495833055175,0.012430643205442848,0.020058022235974526,0.020727534348624843,0.013619145942577848,0.025171726946568995,-0.003375892557561322,0.05378778135078033,0.013120642739614219,0.010881105161449689,0.008354767986800127,0.0074192629859757275,0.01419839330552719,-0.0001272829603342629,0.015988154574623437,0.008862015339765605,0.008694956817688837
