Date,CHTR,CMCSA,DIS,GOOG,META,NFLX,T,TMUS,VZ,AMZN,BKNG,F,GM,HD,LOW,MCD,NKE,SBUX,TGT,TSLA,CL,COST,KHC,KO,MDLZ,MO,PEP,PG,PM,WBA,WMT,COP,CVX,XOM,AIG,AXP,BAC,BK,BLK,BRK-B,C,COF,GS,JPM,MET,MS,SCHW,USB,WFC,ABBV,ABT,AMGN,BMY,CVS,DHR,GILD,JNJ,LLY,MDT,MRK,PFE,TMO,UNH,BA,CAT,EMR,FDX,GD,GE,HON,LMT,MMM,RTX,UNP,UPS,AAPL,ACN,ADBE,AVGO,CRM,CSCO,IBM,INTC,MA,MSFT,NVDA,ORCL,PYPL,QCOM,TXN,V,DD,DOW,LIN,AMT,SPG,DUK,EXC,NEE,SO
2021-01-04,-0.02219284147967926,-0.03673532724511119,-0.019506833451276684,-0.013585937932507619,-0.015569402025743528,-0.033606328570916943,0.023368820098493615,-0.01810894621472503,0.001700590602262686,-0.021821098471907163,-0.02878126405249315,-0.031198293559794088,-0.02751239172271447,-0.006420499093421128,-0.0008103408458577377,-0.020528046929001675,-0.009731382868298333,-0.03694260586184761,0.006211869061933051,0.03358173995604563,-0.013895596236160657,0.008904443170611565,-0.012484052948388946,-0.03866654136049119,-0.009451080192011574,-0.003910129356052838,-0.027550709373056925,-0.00953191181219637,-0.01570421008817391,0.03740592154908162,0.016375888413580952,-0.01055809283180631,0.0030740768997361556,0.0067698229173394076,-0.019469907057157343,-0.024022866647289476,-0.009280773939089215,-0.017829837819442584,-0.014968588607530364,-0.01485949407774001,-0.02496017281860663,-0.010270137431348303,0.004879742859300151,-0.009488443659663837,-0.018704093202142946,-0.0029226843029546146,-0.005293003026367149,-0.010139209590175113,-0.016032340675145473,-0.016372227199756395,-0.0034768374977840466,-0.014280141733328477,-0.010534121904529847,0.02444257596195154,0.004894937359757989,0.03126056265957278,-0.005607189541212421,-0.019980286782503853,-0.009607299818114257,-0.010322069064369721,0.0,0.012884236928219828,-0.0033704737611062185,-0.0544306155565355,0.0007139804660054594,-0.02980407842698707,-0.025078879670659582,-0.019541785764961794,-0.031032158907018825,-0.022585081017852282,-0.02956101182580184,-0.01684681284668521,-0.044025889305681964,-0.025340031944387498,-0.027695845368787886,-0.02502984845479883,-0.018351812868390383,-0.029998391151051074,-0.029269683305297,-0.010026284149669884,-0.009734176082797141,-0.015531436296339685,-0.00301525963520044,-0.015386552122337527,-0.021495380758477012,0.004470902304961832,-0.014637556469632607,-0.009782961414853908,-0.025529840177905605,-0.011705631591053312,-0.0044445091219946775,-0.011171652235856477,-0.026658444025459804,-0.017997172408888318,-0.02188971823120589,-0.02939113153035766,-0.02041221429398199,-0.025184217186210223,-0.03871788551429578,-0.03427770671797603
2021-01-05,-0.016266858096662062,-0.00598442032399138,0.004268285577239794,0.007310102488728987,0.007519802676199561,-0.0039476463346987956,-0.006132925645737863,-0.004389189541877059,-0.004598499675512624,0.009954646073317086,0.011024542998809395,0.015142682261488183,0.027992589583371252,0.00803796772127452,0.0033611732060299104,0.005975804943796348,0.008033219035731953,0.003292407590309132,0.015307660922678323,0.00729072684983656,0.0022505192734421087,-0.011668448270818033,-0.019469389676576743,-0.01105400865754902,0.0010353185576708057,-0.0019607597788398046,0.0029760472685378403,0.006364499784872635,0.010860940138358366,-0.005813852484531257,-0.0053372604500445675,0.05578145885072816,0.026674542592264316,0.04706752126832692,0.016560339448638217,0.005322803195564774,0.007629855812542274,0.011210482310295422,0.005275673663108549,-0.004298987720536829,0.025608744940655903,0.023235765044537615,0.02213072842124486,0.0054265391272512176,0.012293770154314654,0.016833946172246428,0.0001895532306765979,0.00324730018966779,0.027562662757990353,0.010287469283055906,0.012296992355169678,0.004841262827548931,0.0027658088839608297,0.006692738485881478,0.024514520609361767,-0.0018317228689781473,0.011688459301209875,0.004942436115597637,0.00798391455437919,0.0017278306325554382,0.010270221494498522,0.012427111634472965,-0.013539020187689488,0.04301376735031326,0.008146821989292619,0.017157475609680617,-3.960451463580483e-05,0.0004794807614780794,0.028250608783641162,0.002449547565881005,0.011969556048721408,-0.0016887120375095321,0.014363804320955964,0.012190830696637178,-0.014017165503287465,0.012287800412567051,0.0056768573958025925,0.0007208966131084793,0.00675009684546346,0.005477263806939803,0.0004548957767336326,0.017594764755259895,0.018748028413479112,-0.011646687543228396,0.0009640983299270545,0.02196704742454081,-0.012469596070322275,0.012810000936887889,0.026120633947251726,0.007309137068556737,-0.015037328605653322,0.048031267984742776,0.03204932867658794,0.015565390851935312,0.005041698401733186,0.004337913054155429,0.00044577070222739934,-0.0014584197598126458,0.007383059094026478,0.006548633732740505
2021-01-06,-0.01915849057497354,0.011537845567717309,0.0038035210884830306,-0.0032390952785847915,-0.02867608214965678,-0.039778468431795666,0.019293221779653535,-0.0024300058907620325,0.012047427508974362,-0.02521177683421083,0.027825886272892397,0.021727758351077764,0.031193468791405277,0.005697223116812644,0.013272423046196025,-0.0022723815033831585,0.00789922873110438,0.007224398304244595,0.04631330383700938,0.02799476644243626,-0.027224819819319457,-0.015340450959380192,0.010961365002941648,-0.03232989167105593,-0.0018989721454403252,0.01606257405574585,-0.01230755658303373,0.010471525007034188,0.0013342266654321477,0.044430473720609154,0.006224201339690261,0.0391379640919034,0.03167681439026637,0.025197142165319875,0.06313019236958972,0.03632564935351201,0.060585716931911726,0.06541271933727488,0.028121193384675003,0.012234185093457306,0.05594200313341258,0.06980480996549687,0.05255682568774844,0.04588673397422127,0.057884553336145395,0.0585484704896162,0.08427558879581643,0.05753045613629171,0.06835932315418392,-0.008676022237500192,-0.002084392119957812,0.023818441617458497,0.0024341559824350156,0.029368610049929522,0.03259660829523625,0.03198302371350348,0.009366249449414887,-0.012097840809600413,0.01619981614121979,0.015659562442682073,-0.0086417699421788,0.015556922407635732,0.041109625505604264,-0.0028391922650428114,0.05415904576660502,0.03309055968213581,0.001499798173924205,0.025225365946139,0.05333384806312225,0.018064736835447626,-0.0021813922919582396,0.015096903613992296,0.012312178572120303,0.02070872556938319,-0.0029763891875447257,-0.03424106047307607,0.010874156836489846,-0.04071992155543214,-0.006186015330674088,-0.02454031527349443,0.009504505542431207,0.02466562311863907,0.009635403263619668,0.00037390787512592283,-0.02627135706958228,-0.06076227456255534,-0.002394439829868311,-0.0350016313444339,-0.008168229834825347,0.004944602723536029,-0.008849773568654129,0.05241074334316487,0.04605559721407193,0.03230268837462713,-0.026723264202796138,0.02258779169092673,0.01284193047191895,0.03207547334174343,0.047789776418716734,0.024141278799801213
2021-01-07,0.008387346491172565,0.001975960451945369,-0.0030192546880067894,0.02950357331266673,0.020412297108550526,0.016644312937254213,0.0026781751459998837,0.01254174534329966,-0.0022527393692510778,0.007548565530855811,-0.004436851311631962,0.024582188616007805,0.007879536914658036,-0.004907890086657929,0.003916927652696245,0.004633936237887326,0.018099961123330566,-0.00809496917178798,0.011473237106000234,0.07644846869014899,-0.005486136117385243,-0.005691427656915771,-0.007244885948349822,-0.01114669867538165,-0.0019026538013262595,0.008654154112858414,-0.0032236071306650516,-0.009390398550356949,0.005801291601095215,0.05052619330409858,-6.845336365923771e-05,0.026982885803068513,0.004666214605192565,0.007815099829095118,0.01676977624826037,-0.007941444731162761,0.021843779567807253,0.005980890907832936,0.020816901170583435,0.011270768380779117,0.01173160160328024,0.03072080629574714,0.02113718153271993,0.032311568274256075,0.003030101824832876,0.016956341196999958,0.028335465297024243,0.019798611784590747,0.022384596671734425,0.010645961690816996,0.009660173818518913,0.0032957064139127468,0.010640076302720125,0.019516493846714056,0.01411615175743286,0.009158924763958076,0.0033728094833973543,0.009147340919972713,-0.0013470504940817918,0.01971214592375059,0.005139775691486381,0.030686151143120455,0.015905377869358972,0.00792946955931395,0.0019067233324108201,0.00048761460851753924,-0.03014691536084335,0.01313619355210438,-0.007953989274134265,0.0016476828263307652,-0.015871003682812912,-0.025996497627613913,-0.007139845523901123,0.013822038390590485,-0.012748399071305094,0.03355396498056251,0.0093904671553382,0.024215987240375547,0.04127893114821379,0.00843071298468967,0.012533763838048273,-0.002323133031743474,0.021106341606645262,0.007891447476189306,0.02805956585254954,0.056220042585202634,0.007959353097256816,0.03555483755012734,0.02939387306533181,0.022399889139157914,0.005581255230212356,0.03946810716316218,0.0013681899676791787,-0.0028773383185063395,0.012072531664503394,0.0007048462411916034,-0.011283341387694712,-0.009943362456955818,0.010905493012694834,-0.0011443121022782776
2021-01-08,0.007293447293364785,0.01722161982943593,0.0006157842108880374,0.011106021261693577,-0.004363091389382845,0.002962808111464099,-0.006920060256289773,0.013942407527047784,-0.012550682053375173,0.006474509430722364,0.018441727739481273,-0.0066444785727584055,-0.006019913881046612,0.010572484704969298,0.008151922996812111,0.01818429370792707,0.009612351725153623,0.02219983131538239,0.012997284519837393,0.07548123816080476,0.006701244042154997,0.005475280187376086,-0.0022282905604171788,0.022170280644944196,0.0074170958050086,-0.004558138758018693,0.011931012490986603,-0.00043258754422925705,0.0013248470313316218,-0.0011053580929445417,-0.00013627892658973906,0.0,0.00948705354291679,0.011059454727692763,-0.006624851236641138,0.0009858601377743526,-0.010093460416546574,-0.010657333655212042,0.00800342727572989,0.004925986647877245,-0.009894091649039538,-0.0015364504517521027,-0.005397633507572941,0.0011033737803396448,-0.0034347502257401352,0.004128290027281878,-0.0013554501635617555,-0.013493417850146017,-0.007205163298731776,0.005234123411826275,0.0027812906565278794,0.018920867722550305,0.0020825189145350365,0.011689496308642688,0.015645942631332233,0.008282859993784086,-0.0020597760308271873,0.0034915890034703523,0.008472872193829417,-0.011852878356336305,0.001887238219395293,0.023642528308817745,-0.004502767268194319,-0.013298569490655332,0.0001543933847178991,-0.003050723939591826,-0.004358453183675337,-0.006281186211853473,0.006191792019966336,-0.012209071813893857,-0.019008923523240462,-0.018434287576197583,0.00114583382642941,0.028272783558866088,-0.0038438981840558384,0.00859423282325178,0.003640781657528791,0.015288436822627816,0.0050618103722523955,0.018454219723840204,0.0022218361799359876,-0.0035724991906409542,-0.010400709419465581,0.011340000671279604,0.006074450789596675,-0.005052619026252536,0.004903161890181806,0.03108109214827337,0.0060190149768573065,0.018991916363908956,0.007641033668297048,0.011188561421759502,-0.005140482007434777,-0.0011827119781102624,0.021379070725835447,0.01584944806863131,0.0017784175686976766,0.004273668234540562,0.022940794652771324,0.0070085037426981245
2021-01-11,0.010584100416682674,-0.00038833655567760417,0.002235977776845033,-0.02265947754592812,-0.04092793305180109,-0.02238823136767465,-0.005182254616656667,-0.015896487289045247,-0.005899816274869796,-0.021754382256951033,-0.02677155749972382,0.03278982633369498,0.04429016254241214,0.00792148179197305,0.007665235886480382,-0.007626069808377878,0.00477153676236064,-0.010177551645196736,0.00864019274876604,-0.08144231364811638,-0.0025535120419126756,-0.016159669149496736,-0.02316924635379447,-0.01737795915853324,-0.019084601773672993,-0.0057874676369880085,-0.014601891858649907,-0.006795664496548781,-0.009431942086368217,0.053613127808750605,0.004491048361838779,0.014657130983669386,0.005692963797654826,0.029904772201058805,-0.008405666213823437,-0.005929921259302695,0.01646386482746287,0.01682198753872033,0.013433127647741294,-0.0025670921318825535,0.016235845696402684,-0.011370475028408933,0.012844562046582908,0.014813984203965624,-0.0002024263862328013,0.010706589538147071,0.0213041050564291,0.00040561020742124754,0.001505500830731421,0.016182204846253434,-0.00692286802181119,-0.0038651565503666774,0.03891905529999473,0.016034302929516464,0.002583948636615041,-0.008443001520436866,-0.004195378838543817,0.1109692820255832,-0.01015924103244803,0.023449371937645402,0.017089800594889848,0.0020475544811180413,-0.007291525292911771,-0.014927444649788235,-0.0020611167171287192,0.00972988867429514,0.0014277217077385274,0.0066765745768533336,0.009653335670908092,-0.007983184543192579,0.004689973744584464,-0.008558972219828043,-0.0008591953036676259,-0.006740650352773159,0.02167141376163606,-0.02352343426671233,-0.014528160705546078,-0.022641565757636428,0.00026919291508242793,-0.017216320865052204,0.006635599059010122,0.00038899567448780203,-0.0021319772206438437,-0.016095934715091076,-0.009745855824919936,0.025635041872962283,-0.005537743441942133,-0.020669152534358304,-0.003389352609219465,0.0008760047340619082,-0.01195327183761652,0.026423636348017254,0.01110447949421589,-0.0106704689149284,-0.03331204963603618,-0.039503002950259436,-0.008475634714805835,-0.00832644602719812,-0.01790867311183053,-0.005864191640419847
2021-01-12,-0.031112447082669803,-0.02974705689271806,-0.01746124587516551,-0.01148229697923231,-0.022641882652861156,-0.009765026653880682,-0.004165267683140517,-0.03241618830440007,-0.0034867841347097084,0.002123540741920671,-0.011286734540451704,0.05032500893506109,0.06055930142408439,0.018628313935662888,0.015925806602409942,-0.01235252666948572,-0.01369415828184728,-0.017163705551237918,0.019372855573770664,0.04607500335507542,0.0014598647779333618,0.0005219304688157678,-0.02060660160086414,-0.0017944202306989787,0.004020689562652002,-0.010209026627153062,-0.004655637931207046,-0.00582024662565761,-0.015179559140006127,0.005435872579977019,0.011341616000415833,0.04441327156970987,0.01881755042323885,0.021960401847570754,0.01771714948220371,0.004615224974976684,0.017683561666566927,0.0217116727760307,0.014322681271334403,-0.001715019516585592,0.003455706017866156,0.013177764530235336,0.02812076145426179,0.01559678429363931,0.01606463401264291,-0.0034242055733759713,0.015644643081185627,0.006263236070217726,0.02084011631361271,0.006947101493314456,-0.01820878787490443,-0.004133599419454015,0.007055152613342663,0.00249449827101067,-0.014150065554243696,-0.006902485856032037,-0.0078109433963673425,-0.039156122505984214,-0.01026344352905273,-0.02272691262331783,-0.015744044132905533,-0.028812896738495297,-0.009413578786810817,0.007803557845965869,0.01880469668357243,0.01620784356629912,0.015090632892215794,0.011268497333977834,0.028413496828652463,0.002492730892386774,0.012273393112769426,0.007898515818710372,0.02434297571520183,0.005917595402303633,0.012585963871405426,-0.0013963740147895365,-0.007518113879978472,-0.005476329920419687,0.008110489906557383,-0.012587462233693003,0.009435062975111208,0.004887738173266598,0.03245173554344749,-0.015279967968061747,-0.01184058247819575,-0.01008983907514871,-0.009725021372437581,0.0005892974444572374,-0.010690408268978047,0.005762279742137721,-0.01911134156148453,0.02794594034884046,0.0363676416642833,-0.0034074361226634764,-4.646624913817732e-05,0.027171524187814988,-0.004039855792743019,0.0052419764099354005,0.0007525546828688334,-0.03982848195417521
2021-01-13,-0.005615150645211564,0.002995010597805159,0.000738346708150317,0.0044845254857710515,0.002188066261677335,0.027026531061176584,-0.00488144078635111,-0.001477526141519192,-0.0034988384922716165,0.014335165650269488,-0.006358061587319774,0.0,0.018850844175038795,-0.008285105441407481,0.004958385748636829,0.002313007450802651,-0.013954254019897583,0.0006807252669203123,-0.011517589360122038,0.005833900551637683,0.002792050374637256,0.007522380945718332,-0.005296918135123008,0.0009973065367847589,0.0008717985837458642,0.003901548068080185,0.008168402009946618,0.0015310340039613735,0.0017256145904163134,0.02022770813857777,-0.010256039903352665,-0.008258426344155634,-0.0009645991472666537,0.011214931715787468,-0.0068526384080613845,0.006392881192452293,-0.005959495732688502,-0.005167989328303424,0.0025810630919576028,0.006331012072489095,0.0028459625749110984,0.011847195350672024,0.002412637044578503,0.0009267190887127796,0.002586200083238399,-0.0031712786519300096,-0.028002902886134606,-0.002823812503907508,-0.004133353389439431,0.024030411899195414,0.02995825300524224,0.004849053480830534,-0.010755924310533516,-0.01772736748540016,-0.003537680852111258,-0.008736588428116754,-0.0015189202133694124,0.03678700656158096,0.01211825940678768,-0.009067288048906441,-0.008643994874995009,0.00587716934985405,-0.006541205057160049,-0.005774506774296029,-0.008387737247805838,-0.01596574760930025,0.012688280421810916,-0.005683839887756115,-0.0179875318710101,-0.008944581629939385,0.010591697053560445,-0.001382214690635486,-0.01436440912577197,-0.00932802496597862,-0.004892771194072054,0.016096399415777007,-0.0017101009295119596,0.0008477141638207897,0.004041652899442916,0.012266644113975822,-0.009435062975111208,-0.017882092492294888,0.06736368297954387,0.009894904316579023,0.006538794110316104,0.003479340632599026,-0.005783999852002175,0.030093018116486903,0.019046951984161176,-0.005178671637604104,0.002343264643384302,-0.033797800635403163,-0.016684946364064146,0.004154708971663368,0.007186435084231668,0.03947736608635388,0.02914492744638153,0.016965489542692502,0.025869272990990844,0.01501748176745199
2021-01-14,0.008186359375264907,-0.01163039042809677,-0.015391535632264919,-0.008138345020388904,-0.024132445299875016,-0.013741401442318946,0.02348981820862761,-0.03009822774697124,-0.0003506310501224519,-0.012209782116707757,7.796821328209802e-05,0.03910264624666704,0.055869292131266235,-0.021055827122605564,0.003292045982302483,-0.017071635767597293,-0.012238892143296987,-0.010453904748587206,0.0060276996898007695,-0.011074621019439235,-0.00668973662338157,-0.012614887098253647,0.0021845092660091048,-0.018714736130180487,-0.001046194151064661,0.0004866381556594135,-0.005837817155287084,-0.01069360002497799,-0.0003696784071625103,0.007734638266860827,-0.0032604835853176084,0.01770318548866623,0.02373738642055745,0.03829103072078155,0.014143060626782944,0.011211386276323232,0.015715523499563844,0.004523244896001977,-0.04760456861578799,0.0021724276085919314,0.03165043275491186,0.02048827741730541,0.016142978503757455,0.0058253032801491855,0.024338863654460585,0.011971397505026182,-0.0030292347528817487,-0.004656419185610883,0.02771867076183998,0.004309079322878162,-0.01497267409414249,0.016354011634261312,0.01973277123917061,0.0017336531880811634,-0.013178499681343325,0.013877938179470029,0.01732942536487503,0.006394596023292287,-0.008034190530658236,-0.00206681214461657,-0.0029886660409284005,-0.009613300654225831,-0.012784219353691562,0.012946080701746077,0.007678678668125549,0.008434740603918023,0.015929853424973217,0.016753214356712398,0.0077486294709672165,0.0076510866095045316,0.005628169494453772,0.0007815628035405808,0.006221791481242356,-0.002079717983455076,0.002204544084703386,-0.01524281810182071,-0.008123822943150394,-0.018774872567523637,0.0019042943241380783,-0.011895509255710479,-0.004640300879453552,0.016022826191901096,0.03959211225229309,-0.05764603937192714,-0.015465096089532615,-0.024803241464241843,-0.007439811441844135,-0.011664319811138135,0.02155483991950291,0.0017485979294802334,-0.03643308061172501,-0.010596007559902532,-0.0063501516633444055,-0.015204915986128498,-0.006814323150793555,0.06617570539582296,0.001091779384518432,-0.005153566237634966,0.008395769243815465,-0.011284317658551757
2021-01-15,0.009297105767029912,-0.01811399172512651,-0.01154065212502875,-0.0022955107796649443,0.023019129959048534,-0.005766654032175467,-0.0041055178358910815,0.020558697850537655,0.005943056620886011,-0.007452299659631123,-0.029459479319039694,-0.03400311218188978,-0.030741254307872,0.026659426841540323,0.005559911281005192,0.006739817844308327,-0.004113328826742091,0.004996317803673378,-0.01634393812402024,-0.022548164384924796,-0.0007325165910971876,-0.0005245958812869489,-0.0028094681674719624,-0.010824122102379707,-0.0015716930578140165,0.0021867876410439635,-0.002613549036081686,-0.007539386777891011,-0.002960705100765182,-0.008143342355435124,-0.015980557059464218,-0.059163304613471634,-0.0362551980238619,-0.049297170134437795,0.0012097913784114844,-0.013255907869120342,-0.029255738909054863,-0.020847391237317936,-0.02139742262915245,-0.0065313619191913475,-0.07178097300737463,-0.016481346993340473,-0.022534183006410302,-0.018084244916247272,-0.008373086778111993,-0.01621533225102123,-0.009824026644605688,-0.018018258830907463,-0.08119424691476906,-0.009993285729045454,0.011385312001149117,0.015724458145244924,0.00784561700001607,0.015993714297318995,0.00021124870236466364,0.01479397767664814,-0.0021808600970674163,0.021618996098531795,-0.008184817619566687,0.014618257118057976,-0.0013615133218740638,0.012459570428597466,0.0021943867468037226,-0.02699145674097636,-0.014183084235654064,-0.007104547052070309,-0.014582653114708855,-0.005988545611419482,-0.028710067518727733,-0.01273610688858895,-0.0004893750282013443,-0.005181494446651058,-0.024833618466897356,0.0020336657626369714,-0.028354267734498784,-0.013825658548102915,-0.005308133485015354,-0.011266201714658308,-0.013854626060906483,-0.011475643415091774,0.006182324642793446,-0.004507352791612185,-0.02859041250368133,-0.011288911157901538,-0.001738460979400891,-0.02615274028683423,0.0029178729427448147,-0.009422106917410744,-0.023653430050432966,-0.014784739641938494,-0.0013384813886352376,-0.0032739211116457057,-0.04001901611330716,-0.02146586092471292,0.0225360013371958,-0.02075102808219853,0.004897335658504254,0.018152772604025813,-0.005954797507480514,0.010446586094425392
